Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;valor m2;Tipo Agregado
Apartamento;Ipanema;3;1;1;190;15000.0;1423.0;357.0;78.94736842105263;Apartamento
Apartamento;Vila Isabel;1;0;0;65;1800.0;155.0;70.0;27.692307692307693;Apartamento
Apartamento;Botafogo;1;0;0;52;1500.0;1000.0;27.0;28.846153846153847;Apartamento
Apartamento;Tijuca;2;1;1;86;1200.0;534.0;96.0;13.953488372093023;Apartamento
Apartamento;Tijuca;1;0;0;25;1450.0;485.0;25.0;58.0;Apartamento
Apartamento;Méier;2;0;0;70;800.0;536.0;50.0;11.428571428571429;Apartamento
Apartamento;Barra da Tijuca;2;0;1;80;3000.0;1380.0;300.0;37.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2600.0;1478.0;151.0;30.232558139534884;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;42.0;Apartamento
Apartamento;Copacabana;3;1;1;290;6000.0;2520.0;339.0;20.689655172413794;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2000.0;650.0;84.0;25.0;Apartamento
Apartamento;Copacabana;1;1;0;50;2200.0;1250.0;150.0;44.0;Apartamento
Apartamento;Maracanã;2;1;1;90;2600.0;787.0;179.0;28.88888888888889;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2299.0;640.0;178.0;32.84285714285714;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;4000.0;1050.0;0.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1202.0;266.0;31.11111111111111;Apartamento
Apartamento;São Conrado;3;2;2;385;12000.0;9650.0;2100.0;31.16883116883117;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0;40.0;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;513.0;25.0;40.0;Apartamento
Apartamento;Tijuca;2;1;1;85;1700.0;780.0;100.0;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;3000.0;1424.0;246.0;40.0;Apartamento
Apartamento;Leme;3;1;1;95;3700.0;770.0;136.0;38.94736842105263;Apartamento
Apartamento;Vargem Pequena;3;0;0;53;1900.0;392.0;0.0;35.84905660377358;Apartamento
Apartamento;Barra da Tijuca;2;2;1;109;5000.0;2500.0;680.0;45.87155963302752;Apartamento
Apartamento;Ipanema;1;1;0;35;2300.0;1200.0;0.0;65.71428571428571;Apartamento
Apartamento;Barra da Tijuca;4;3;4;440;8500.0;6500.0;1500.0;19.318181818181817;Apartamento
Apartamento;Jardim Oceânico;4;3;2;315;12000.0;1950.0;453.0;38.095238095238095;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;73;1700.0;750.0;150.0;23.28767123287671;Apartamento
Apartamento;Tijuca;2;1;0;97;2300.0;835.0;104.0;23.711340206185568;Apartamento
Apartamento;Anil;3;1;1;78;2000.0;738.0;0.0;25.641025641025642;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;3000.0;1000.0;136.0;28.571428571428573;Apartamento
Apartamento;Lagoa;3;2;2;250;9000.0;2100.0;500.0;36.0;Apartamento
Apartamento;Taquara;2;1;0;51;890.0;390.0;13.0;17.45098039215686;Apartamento
Apartamento;Leblon;4;2;4;300;16000.0;4200.0;1764.0;53.333333333333336;Apartamento
Apartamento;Barra da Tijuca;3;2;3;115;3200.0;1727.0;0.0;27.82608695652174;Apartamento
Apartamento;Tijuca;2;1;0;86;1900.0;722.0;149.0;22.093023255813954;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;440.0;60.0;40.0;Apartamento
Apartamento;Tijuca;3;0;0;84;1700.0;790.0;1830.0;20.238095238095237;Apartamento
Casa;Campo Grande;1;0;0;70;700.0;0.0;0.0;10.0;Casa
Apartamento;Ipanema;4;3;1;190;6500.0;1450.0;410.0;34.21052631578947;Apartamento
Apartamento;Barra da Tijuca;4;3;4;307;20000.0;2800.0;400.0;65.14657980456026;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1300.0;1000.0;0.0;20.0;Apartamento
Apartamento;Ipanema;3;3;1;230;12000.0;2600.0;400.0;52.17391304347826;Apartamento
Apartamento;Copacabana;3;1;1;103;4500.0;1299.0;153.0;43.689320388349515;Apartamento
Apartamento;Ipanema;3;2;0;100;3000.0;1515.0;365.0;30.0;Apartamento
Apartamento;Ipanema;2;1;0;80;5500.0;890.0;90.0;68.75;Apartamento
Apartamento;Centro;1;1;0;45;2300.0;600.0;88.0;51.111111111111114;Apartamento
Apartamento;Copacabana;3;1;2;344;18000.0;3100.0;0.0;52.325581395348834;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;800.0;150.0;24.390243902439025;Apartamento
Apartamento;Anil;2;1;1;83;1600.0;464.0;0.0;19.27710843373494;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1600.0;787.0;89.0;20.0;Apartamento
Apartamento;Glória;1;0;0;48;1600.0;480.0;30.0;33.333333333333336;Apartamento
Apartamento;Flamengo;3;0;0;98;2550.0;850.0;196.0;26.020408163265305;Apartamento
Apartamento;Centro;1;0;0;29;1300.0;336.0;20.0;44.827586206896555;Apartamento
Apartamento;Botafogo;2;0;0;65;1900.0;451.0;0.0;29.23076923076923;Apartamento
Apartamento;Botafogo;2;1;1;73;3000.0;749.0;161.0;41.0958904109589;Apartamento
Apartamento;Tijuca;2;1;0;62;1990.0;556.0;50.0;32.096774193548384;Apartamento
Apartamento;Flamengo;3;1;0;100;3600.0;800.0;115.0;36.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;206;3000.0;17724.0;5116.0;14.563106796116505;Apartamento
Apartamento;Catete;1;0;0;47;1600.0;650.0;53.0;34.04255319148936;Apartamento
Apartamento;Campo Grande;3;1;0;60;1200.0;735.0;0.0;20.0;Apartamento
Casa;Campo Grande;2;0;0;74;800.0;0.0;0.0;10.81081081081081;Casa
Apartamento;Copacabana;3;0;0;162;4500.0;845.0;0.0;27.77777777777778;Apartamento
Apartamento;Ipanema;2;0;1;82;3800.0;720.0;140.0;46.34146341463415;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1100.0;450.0;33.333333333333336;Apartamento
Apartamento;Praça Seca;3;1;0;61;1000.0;450.0;17.0;16.39344262295082;Apartamento
Apartamento;Barra da Tijuca;3;3;3;204;15600.0;2500.0;600.0;76.47058823529412;Apartamento
Apartamento;Copacabana;2;0;0;70;3900.0;960.0;147.0;55.714285714285715;Apartamento
Apartamento;Botafogo;3;2;1;655;15000.0;3550.0;1420.0;22.900763358778626;Apartamento
Apartamento;Leblon;3;1;0;99;4000.0;1200.0;325.0;40.4040404040404;Apartamento
Apartamento;Jardim Oceânico;4;3;4;310;7000.0;2149.0;808.0;22.580645161290324;Apartamento
Casa;Barra da Tijuca;5;4;3;1008;10000.0;1390.0;148.0;9.920634920634921;Casa
Apartamento;Cachambi;3;2;1;89;1750.0;890.0;80.0;19.662921348314608;Apartamento
Apartamento;Lagoa;3;3;3;227;13500.0;3960.0;980.0;59.47136563876652;Apartamento
Apartamento;Copacabana;3;0;0;120;4200.0;900.0;186.0;35.0;Apartamento
Apartamento;Cachambi;1;1;0;35;800.0;407.0;0.0;22.857142857142858;Apartamento
Apartamento;Gávea;1;0;1;145;6000.0;1000.0;350.0;41.37931034482759;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;86;1700.0;715.0;193.0;19.767441860465116;Apartamento
Apartamento;Madureira;2;1;0;65;600.0;400.0;25.0;9.23076923076923;Apartamento
Apartamento;Méier;3;2;1;128;1850.0;1055.0;174.0;14.453125;Apartamento
Apartamento;Lagoa;3;2;1;340;8000.0;3200.0;1250.0;23.529411764705884;Apartamento
Apartamento;Tijuca;3;0;1;91;2800.0;450.0;0.0;30.76923076923077;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;73;2000.0;700.0;0.0;27.397260273972602;Apartamento
Casa;Campo Grande;4;1;0;80;7000.0;0.0;0.0;87.5;Casa
Apartamento;Botafogo;2;1;2;85;4000.0;1130.0;261.0;47.05882352941177;Apartamento
Apartamento;Botafogo;3;1;1;105;5100.0;1340.0;342.0;48.57142857142857;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;395.0;88.0;16.363636363636363;Apartamento
Apartamento;Barra da Tijuca;3;3;3;248;3800.0;4083.0;0.0;15.32258064516129;Apartamento
Casa;Itanhangá;4;2;3;250;3800.0;490.0;0.0;15.2;Casa
Apartamento;Penha;2;0;0;55;1250.0;150.0;0.0;22.727272727272727;Apartamento
Apartamento;Copacabana;1;0;0;52;3500.0;2055.0;0.0;67.3076923076923;Apartamento
Apartamento;Copacabana;2;0;0;83;3700.0;550.0;185.0;44.57831325301205;Apartamento
Casa;Rocha Miranda;1;2;0;47;850.0;0.0;0.0;18.085106382978722;Casa
Apartamento;Barra da Tijuca;2;1;1;69;2300.0;950.0;98.0;33.333333333333336;Apartamento
Apartamento;Méier;2;1;0;55;700.0;480.0;30.0;12.727272727272727;Apartamento
Apartamento;Leblon;1;1;1;75;3000.0;968.0;154.0;40.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;95;1600.0;1250.0;0.0;16.842105263157894;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;95;1800.0;730.0;165.0;18.94736842105263;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;224;3500.0;790.0;523.0;15.625;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;63;1700.0;837.0;136.0;26.984126984126984;Apartamento
Casa de Vila;Turiaçu;1;0;0;50;900.0;0.0;0.0;18.0;Casa
Apartamento;Centro;1;0;0;55;2000.0;350.0;75.0;36.36363636363637;Apartamento
Apartamento;Tijuca;2;1;0;64;1250.0;695.0;0.0;19.53125;Apartamento
Apartamento;Campo Grande;2;1;1;44;550.0;180.0;0.0;12.5;Apartamento
Apartamento;Portuguesa;2;0;0;60;1100.0;350.0;250.0;18.333333333333332;Apartamento
Apartamento;Ipanema;1;0;0;46;2800.0;700.0;850.0;60.869565217391305;Apartamento
Apartamento;Flamengo;2;1;0;80;2500.0;970.0;115.0;31.25;Apartamento
Apartamento;Ipanema;2;1;0;76;4500.0;735.0;196.0;59.21052631578947;Apartamento
Apartamento;Copacabana;4;1;1;160;7000.0;1880.0;246.0;43.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;2500.0;680.0;0.0;27.77777777777778;Apartamento
Apartamento;Campo Grande;2;0;0;60;950.0;350.0;0.0;15.833333333333334;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;145;2500.0;463.0;0.0;17.24137931034483;Casa
Apartamento;Gávea;3;1;1;160;6800.0;1900.0;325.0;42.5;Apartamento
Apartamento;Copacabana;2;0;0;83;2700.0;599.0;171.0;32.53012048192771;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;114;2800.0;620.0;250.0;24.56140350877193;Apartamento
Apartamento;Maracanã;3;2;1;90;2800.0;810.0;107.0;31.11111111111111;Apartamento
Apartamento;Copacabana;2;0;0;80;2500.0;780.0;225.0;31.25;Apartamento
Casa;Campo Grande;2;2;0;65;1000.0;440.0;0.0;15.384615384615385;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;13999.0;50.0;Casa
Apartamento;Copacabana;2;1;1;95;3000.0;1200.0;174.0;31.57894736842105;Apartamento
Apartamento;Barra da Tijuca;3;2;1;160;4300.0;1600.0;379.0;26.875;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;2500.0;1238.0;194.0;31.25;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;125;2100.0;1055.0;380.0;16.8;Apartamento
Apartamento;Méier;1;1;0;63;1300.0;400.0;13.0;20.634920634920636;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1200.0;850.0;1000.0;14.117647058823529;Apartamento
Apartamento;Copacabana;3;0;0;120;2600.0;1189.0;154.0;21.666666666666668;Apartamento
Apartamento;Lagoa;3;3;1;250;9200.0;1902.0;585.0;36.8;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;650.0;150.0;21.428571428571427;Apartamento
Casa;Barra da Tijuca;5;4;5;638;25000.0;1450.0;1800.0;39.18495297805643;Casa
Apartamento;Botafogo;2;1;1;80;4000.0;655.0;192.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3890.0;2200.0;4200.0;43.22222222222222;Apartamento
Apartamento;Andaraí;2;1;1;77;1400.0;650.0;105.0;18.181818181818183;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;250;4500.0;900.0;519.0;18.0;Casa
Apartamento;Barra da Tijuca;2;1;1;80;4000.0;1050.0;150.0;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1150.0;150.0;20.987654320987655;Apartamento
Casa de Vila;Taquara;0;0;0;28;500.0;0.0;35.0;17.857142857142858;Casa
Apartamento;Copacabana;3;1;0;140;3700.0;1259.0;236.0;26.428571428571427;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;183;2700.0;760.0;5000.0;14.754098360655737;Apartamento
Apartamento;Cachambi;3;1;0;100;1550.0;650.0;59.0;15.5;Apartamento
Apartamento;Copacabana;3;4;2;260;13000.0;10055.0;1206.0;50.0;Apartamento
Apartamento;Gávea;2;1;0;65;3300.0;713.0;157.0;50.76923076923077;Apartamento
Apartamento;Encantado;2;0;0;45;950.0;180.0;36.0;21.11111111111111;Apartamento
Apartamento;Laranjeiras;3;1;1;120;3300.0;1300.0;147.0;27.5;Apartamento
Apartamento;Tijuca;3;1;0;73;1900.0;638.0;0.0;26.027397260273972;Apartamento
Apartamento;Copacabana;3;1;0;101;2200.0;1470.0;220.0;21.782178217821784;Apartamento
Casa;Barra da Tijuca;5;3;3;400;8450.0;790.0;600.0;21.125;Casa
Quitinete;Botafogo;1;0;0;27;1400.0;258.0;24.0;51.851851851851855;Apartamento
Apartamento;Leblon;4;3;1;200;18000.0;1300.0;500.0;90.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;4;250;13000.0;600.0;0.0;52.0;Casa
Apartamento;Catete;1;0;1;34;1000.0;400.0;53.0;29.41176470588235;Apartamento
Apartamento;Tijuca;2;0;0;71;1620.0;300.0;0.0;22.816901408450704;Apartamento
Apartamento;Ipanema;2;1;1;100;5500.0;1200.0;312.0;55.0;Apartamento
Apartamento;Ipanema;3;1;3;228;20000.0;1100.0;235.0;87.71929824561404;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;355;9000.0;707.0;600.0;25.35211267605634;Casa
Apartamento;Humaitá;3;1;0;82;4000.0;1308.0;113.0;48.78048780487805;Apartamento
Apartamento;Copacabana;1;0;0;50;1500.0;658.0;74.0;30.0;Apartamento
Apartamento;Tijuca;2;1;0;90;1500.0;800.0;78.0;16.666666666666668;Apartamento
Apartamento;Camorim;3;1;0;60;1050.0;350.0;0.0;17.5;Apartamento
Quitinete;Flamengo;1;0;0;26;1500.0;360.0;35.0;57.69230769230769;Apartamento
Apartamento;Rio Comprido;2;0;1;110;1200.0;300.0;0.0;10.909090909090908;Apartamento
Apartamento;Leblon;3;1;1;119;6850.0;1400.0;390.0;57.563025210084035;Apartamento
Apartamento;Copacabana;2;1;0;72;2250.0;800.0;40.0;31.25;Apartamento
Apartamento;Vila Isabel;2;0;0;47;950.0;545.0;20.0;20.21276595744681;Apartamento
Apartamento;Vila Isabel;2;0;0;58;1700.0;300.0;25.0;29.310344827586206;Apartamento
Apartamento;Copacabana;1;0;0;32;1400.0;448.0;25.0;43.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;76;1900.0;720.0;123.0;25.0;Apartamento
Apartamento;Leblon;2;2;1;94;6700.0;1211.0;320.0;71.27659574468085;Apartamento
Apartamento;Ipanema;4;2;2;200;17000.0;2245.0;0.0;85.0;Apartamento
Apartamento;Curicica;3;1;1;85;1700.0;560.0;150.0;20.0;Apartamento
Apartamento;Copacabana;5;2;1;650;32000.0;5200.0;2000.0;49.23076923076923;Apartamento
Apartamento;Irajá;2;1;0;45;750.0;220.0;0.0;16.666666666666668;Apartamento
Apartamento;Península;2;2;1;75;3500.0;1350.0;160.0;46.666666666666664;Apartamento
Apartamento;São Conrado;2;1;1;82;4800.0;879.0;186.0;58.53658536585366;Apartamento
Apartamento;Copacabana;3;2;1;158;5200.0;1540.0;320.0;32.91139240506329;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;869;24000.0;2220.0;2269.0;27.61795166858458;Casa
Apartamento;Jardim Botânico;3;1;1;180;10000.0;1820.0;644.0;55.55555555555556;Apartamento
Apartamento;Cidade Nova;2;1;0;53;1300.0;505.0;34.0;24.528301886792452;Apartamento
Casa de Condomínio;Vargem Grande;4;4;1;220;3300.0;723.0;0.0;15.0;Casa
Apartamento;Barra da Tijuca;2;2;1;65;1500.0;973.0;136.0;23.076923076923077;Apartamento
Apartamento;Barra da Tijuca;3;2;1;180;3000.0;1150.0;0.0;16.666666666666668;Apartamento
Apartamento;Barra da Tijuca;3;2;1;127;5000.0;2570.0;789.0;39.37007874015748;Apartamento
Apartamento;Botafogo;3;0;0;157;2700.0;970.0;200.0;17.197452229299362;Apartamento
Apartamento;Cascadura;2;0;0;60;900.0;150.0;0.0;15.0;Apartamento
Apartamento;Ipanema;5;3;2;350;45000.0;6500.0;970.0;128.57142857142858;Apartamento
Apartamento;Botafogo;2;1;1;90;4500.0;945.0;190.0;50.0;Apartamento
Apartamento;Ipanema;3;2;1;160;6300.0;2200.0;387.0;39.375;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;128;2700.0;1000.0;240.0;21.09375;Apartamento
Apartamento;Flamengo;4;1;1;270;8000.0;1550.0;0.0;29.62962962962963;Apartamento
Apartamento;Leblon;3;0;0;120;3600.0;950.0;0.0;30.0;Apartamento
Apartamento;Copacabana;1;0;0;20;1200.0;330.0;29.0;60.0;Apartamento
Apartamento;Flamengo;1;0;0;38;1300.0;505.0;59.0;34.21052631578947;Apartamento
Apartamento;Leblon;3;1;2;120;13700.0;1290.0;410.0;114.16666666666667;Apartamento
Apartamento;Leblon;4;2;1;200;6500.0;1100.0;470.0;32.5;Apartamento
Apartamento;Flamengo;1;0;0;40;1950.0;200.0;67.0;48.75;Apartamento
Apartamento;Ipanema;2;1;0;72;3000.0;820.0;0.0;41.666666666666664;Apartamento
Casa de Condomínio;Taquara;8;0;0;720;6000.0;500.0;100.0;8.333333333333334;Casa
Quitinete;Copacabana;1;1;0;24;1100.0;341.0;22.0;45.833333333333336;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;260;12500.0;0.0;0.0;48.07692307692308;Casa
Apartamento;Flamengo;2;0;0;88;1900.0;450.0;112.0;21.59090909090909;Apartamento
Casa de Vila;Del Castilho;2;0;0;55;800.0;0.0;0.0;14.545454545454545;Casa
Apartamento;Ipanema;2;1;0;70;4000.0;725.0;150.0;57.142857142857146;Apartamento
Apartamento;Barra da Tijuca;3;2;2;210;3000.0;1754.0;512.0;14.285714285714286;Apartamento
Apartamento;Engenho Novo;2;1;1;68;1100.0;498.0;0.0;16.176470588235293;Apartamento
Apartamento;Copacabana;2;0;1;60;2500.0;650.0;750.0;41.666666666666664;Apartamento
Apartamento;Paciência;2;0;0;55;540.0;60.0;0.0;9.818181818181818;Apartamento
Apartamento;Barra da Tijuca;3;2;1;75;3500.0;1100.0;192.0;46.666666666666664;Apartamento
Apartamento;Leblon;4;2;4;230;10000.0;2710.0;1328.0;43.47826086956522;Apartamento
Apartamento;Tijuca;2;0;0;60;2000.0;450.0;51.0;33.333333333333336;Apartamento
Apartamento;Pechincha;4;1;2;178;1900.0;1100.0;270.0;10.674157303370787;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;80;1300.0;395.0;48.0;16.25;Apartamento
Apartamento;Copacabana;1;0;0;30;1500.0;900.0;25.0;50.0;Apartamento
Apartamento;Flamengo;1;0;0;31;1200.0;366.0;179.0;38.70967741935484;Apartamento
Apartamento;Ipanema;3;0;1;120;11000.0;2600.0;500.0;91.66666666666667;Apartamento
Apartamento;Ipanema;3;2;1;167;35000.0;2950.0;652.0;209.5808383233533;Apartamento
Apartamento;Botafogo;3;2;1;287;7500.0;2500.0;0.0;26.13240418118467;Apartamento
Apartamento;Copacabana;2;0;2;115;4000.0;1264.0;210.0;34.78260869565217;Apartamento
Apartamento;Leblon;3;1;1;120;7000.0;1500.0;0.0;58.333333333333336;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;3500.0;1200.0;226.0;26.923076923076923;Apartamento
Apartamento;Leme;3;0;1;150;6500.0;1050.0;232.0;43.333333333333336;Apartamento
Apartamento;Copacabana;3;0;0;120;2700.0;800.0;0.0;22.5;Apartamento
Apartamento;Copacabana;3;1;1;214;9200.0;1824.0;6083.0;42.99065420560748;Apartamento
Apartamento;Ipanema;3;2;1;95;5000.0;1200.0;212.0;52.63157894736842;Apartamento
Apartamento;Vila Isabel;2;2;0;61;1300.0;650.0;0.0;21.311475409836067;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
Apartamento;Copacabana;4;2;2;360;11000.0;3200.0;1100.0;30.555555555555557;Apartamento
Apartamento;Jardim Botânico;2;1;0;74;3700.0;1030.0;213.0;50.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;126;3709.0;1640.0;0.0;29.436507936507937;Apartamento
Apartamento;Lagoa;3;1;1;110;4800.0;1057.0;429.0;43.63636363636363;Apartamento
Apartamento;Anil;4;3;1;300;4500.0;1650.0;288.0;15.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;77;1800.0;720.0;0.0;23.376623376623378;Apartamento
Apartamento;Copacabana;3;1;1;140;6160.0;1300.0;2200.0;44.0;Apartamento
Casa;Jardim América;1;0;0;45;500.0;0.0;0.0;11.11111111111111;Casa
Apartamento;Tijuca;2;0;0;80;1300.0;855.0;0.0;16.25;Apartamento
Apartamento;Copacabana;2;1;1;60;3300.0;1603.0;138.0;55.0;Apartamento
Apartamento;Copacabana;5;0;2;320;3500.0;3500.0;0.0;10.9375;Apartamento
Apartamento;Gávea;1;1;0;71;2500.0;850.0;180.0;35.2112676056338;Apartamento
Apartamento;Barra da Tijuca;2;1;1;92;2600.0;1250.0;0.0;28.26086956521739;Apartamento
Apartamento;Humaitá;2;0;1;120;5500.0;525.0;0.0;45.833333333333336;Apartamento
Apartamento;Vila Isabel;2;0;0;80;1500.0;330.0;0.0;18.75;Apartamento
Apartamento;Campo Grande;2;1;0;47;800.0;200.0;0.0;17.02127659574468;Apartamento
Apartamento;Flamengo;1;0;0;36;2000.0;500.0;189.0;55.55555555555556;Apartamento
Casa;Pitangueiras;4;5;2;165;4700.0;0.0;0.0;28.484848484848484;Casa
Apartamento;Barra da Tijuca;4;4;4;430;17000.0;4000.0;1700.0;39.53488372093023;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;3200.0;1370.0;140.0;34.04255319148936;Apartamento
Apartamento;Leme;3;0;0;100;3300.0;750.0;150.0;33.0;Apartamento
Apartamento;Leblon;4;2;2;250;17500.0;2000.0;0.0;70.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;153;3500.0;900.0;100.0;22.875816993464053;Casa
Casa de Vila;Vila Militar;1;0;0;30;500.0;0.0;0.0;16.666666666666668;Casa
Apartamento;Tijuca;3;1;0;140;3800.0;1400.0;0.0;27.142857142857142;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;2;2;172;3000.0;706.0;334.0;17.441860465116278;Apartamento
Apartamento;Gávea;3;1;1;110;5000.0;1200.0;220.0;45.45454545454545;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2250.0;1107.0;221.0;25.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;240;12000.0;3584.0;1294.0;50.0;Apartamento
Apartamento;Flamengo;3;1;1;110;2950.0;1200.0;0.0;26.818181818181817;Apartamento
Apartamento;Méier;2;1;1;63;1000.0;815.0;66.0;15.873015873015873;Apartamento
Apartamento;Copacabana;3;1;0;110;3500.0;909.0;166.0;31.818181818181817;Apartamento
Casa;Madureira;3;10;1;120;2300.0;0.0;0.0;19.166666666666668;Casa
Apartamento;Botafogo;3;1;1;82;3500.0;966.0;230.0;42.68292682926829;Apartamento
Apartamento;Barra da Tijuca;3;3;3;200;5900.0;2331.0;450625.0;29.5;Apartamento
Apartamento;Flamengo;3;2;1;100;3000.0;1250.0;1500.0;30.0;Apartamento
Apartamento;Tijuca;3;1;0;100;2200.0;935.0;0.0;22.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;109;2500.0;500.0;275.0;22.93577981651376;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;0;85;1800.0;1250.0;190.0;21.176470588235293;Apartamento
Apartamento;Ipanema;4;1;3;245;13000.0;2200.0;600.0;53.06122448979592;Apartamento
Quitinete;Copacabana;1;0;0;32;1100.0;530.0;28.0;34.375;Apartamento
Apartamento;Copacabana;1;0;0;40;2300.0;440.0;25.0;57.5;Apartamento
Apartamento;Anil;3;1;1;70;1600.0;1.0;1.0;22.857142857142858;Apartamento
Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3200.0;6400.0;30.76923076923077;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;200;2800.0;1600.0;0.0;14.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;4;590;20000.0;2000.0;0.0;33.898305084745765;Casa
Apartamento;Ipanema;2;1;0;71;4500.0;754.0;185.0;63.38028169014085;Apartamento
Apartamento;Barra da Tijuca;2;2;2;113;5900.0;1415.0;300.0;52.21238938053097;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;22.727272727272727;Apartamento
Apartamento;Méier;2;1;0;60;1400.0;550.0;0.0;23.333333333333332;Apartamento
Apartamento;Leblon;4;3;4;350;27000.0;4808.0;0.0;77.14285714285714;Apartamento
Apartamento;Flamengo;3;1;0;118;3500.0;1118.0;205.0;29.661016949152543;Apartamento
Apartamento;Copacabana;2;0;1;90;4500.0;1300.0;200.0;50.0;Apartamento
Apartamento;Cachambi;2;0;0;75;1350.0;350.0;35.0;18.0;Apartamento
Apartamento;Tijuca;3;1;1;120;2200.0;900.0;1520.0;18.333333333333332;Apartamento
Apartamento;Barra da Tijuca;4;3;1;260;6500.0;1000.0;2000.0;25.0;Apartamento
Apartamento;Copacabana;3;1;0;92;3800.0;800.0;0.0;41.30434782608695;Apartamento
Apartamento;Vila Isabel;3;1;1;98;1300.0;529.0;101.0;13.26530612244898;Apartamento
Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;262.0;32.30769230769231;Apartamento
Apartamento;Barra da Tijuca;4;3;4;600;11000.0;6900.0;1200.0;18.333333333333332;Apartamento
Apartamento;Barra da Tijuca;2;3;1;202;5500.0;2175.0;3844.0;27.22772277227723;Apartamento
Apartamento;Cachambi;3;0;0;70;1200.0;370.0;13.0;17.142857142857142;Apartamento
Apartamento;Flamengo;3;1;1;100;3500.0;1100.0;238.0;35.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;75;3500.0;2100.0;0.0;46.666666666666664;Apartamento
Apartamento;Vila Isabel;2;1;0;69;1600.0;770.0;660.0;23.18840579710145;Apartamento
Apartamento;Leblon;4;3;1;168;11000.0;3097.0;610.0;65.47619047619048;Apartamento
Apartamento;Lapa;1;0;0;30;1100.0;420.0;0.0;36.666666666666664;Apartamento
Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;35.0;Apartamento
