Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;valor m2;Tipo Agregado
Apartamento;Copacabana;1;0;0;20;1300.0;335.0;30.0;65.0;Apartamento
Apartamento;Barra da Tijuca;3;0;1;121;5000.0;2483.0;3674.0;41.32231404958678;Apartamento
Apartamento;Jacarepaguá;3;1;1;70;2000.0;740.0;144.0;28.571428571428573;Apartamento
Apartamento;Laranjeiras;1;0;0;41;1500.0;609.0;0.0;36.58536585365854;Apartamento
Apartamento;Flamengo;1;0;0;27;1000.0;366.0;25.0;37.03703703703704;Apartamento
Apartamento;Barra da Tijuca;2;0;1;90;3000.0;1051.0;2575.0;33.333333333333336;Apartamento
Quitinete;Lapa;1;0;0;22;950.0;400.0;20.0;43.18181818181818;Apartamento
Apartamento;Lagoa;2;2;1;85;10000.0;2950.0;350.0;117.6470588235294;Apartamento
Apartamento;Catete;1;0;0;44;950.0;300.0;29.0;21.59090909090909;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;125;2350.0;900.0;199.0;18.8;Apartamento
Apartamento;Botafogo;2;1;1;60;2500.0;1100.0;160.0;41.666666666666664;Apartamento
Apartamento;Ipanema;3;2;1;263;7500.0;3150.0;700.0;28.517110266159698;Apartamento
Apartamento;Ipanema;3;1;1;112;7800.0;1500.0;0.0;69.64285714285714;Apartamento
Apartamento;Barra da Tijuca;4;3;4;230;15009.0;2600.0;470.0;65.25652173913043;Apartamento
Apartamento;Vila Isabel;2;0;0;100;1500.0;420.0;20.0;15.0;Apartamento
Apartamento;Madureira;3;2;0;121;1700.0;613.0;0.0;14.049586776859504;Apartamento
Apartamento;Leblon;2;2;2;150;12000.0;4400.0;600.0;80.0;Apartamento
Casa de Vila;São Cristóvão;1;0;0;60;1100.0;0.0;0.0;18.333333333333332;Casa
Quitinete;Copacabana;1;0;0;24;1300.0;450.0;0.0;54.166666666666664;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;62;1550.0;829.0;0.0;25.0;Apartamento
Casa;Cascadura;2;0;0;50;1000.0;0.0;0.0;20.0;Casa
Apartamento;Leblon;3;2;0;160;5000.0;2519.0;415.0;31.25;Apartamento
Apartamento;Ipanema;4;1;3;200;13500.0;1700.0;631.0;67.5;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;89;2100.0;1000.0;250.0;23.59550561797753;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;950.0;0.0;31.428571428571427;Apartamento
Apartamento;Tijuca;2;1;1;100;2200.0;994.0;193.0;22.0;Apartamento
Apartamento;Flamengo;2;0;0;76;2500.0;704.0;140.0;32.89473684210526;Apartamento
Apartamento;Leme;2;1;0;41;2100.0;420.0;0.0;51.21951219512195;Apartamento
Apartamento;Laranjeiras;3;0;0;90;2600.0;672.0;96.0;28.88888888888889;Apartamento
Apartamento;Barra da Tijuca;1;1;0;66;4500.0;1400.0;0.0;68.18181818181819;Apartamento
Apartamento;Copacabana;1;0;0;30;2000.0;500.0;23.0;66.66666666666667;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;9500.0;3626.0;1502.0;39.583333333333336;Apartamento
Apartamento;Ipanema;3;2;1;160;6500.0;2200.0;420.0;40.625;Apartamento
Apartamento;Tijuca;3;2;1;132;2200.0;1100.0;0.0;16.666666666666668;Apartamento
Apartamento;Campo Grande;2;1;0;50;850.0;370.0;0.0;17.0;Apartamento
Apartamento;Andaraí;2;0;0;50;1500.0;100.0;0.0;30.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;0;5;900;15000.0;2000.0;1800.0;16.666666666666668;Casa
Apartamento;Tijuca;2;1;1;89;1800.0;914.0;137.0;20.224719101123597;Apartamento
Apartamento;Tijuca;2;0;0;61;1200.0;500.0;0.0;19.672131147540984;Apartamento
Apartamento;Barra da Tijuca;4;3;4;225;7500.0;3900.0;540.0;33.333333333333336;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;300;5000.0;1168.0;363.0;16.666666666666668;Apartamento
Apartamento;Copacabana;2;0;0;74;2500.0;830.0;720.0;33.78378378378378;Apartamento
Apartamento;Rocha;2;1;1;60;900.0;590.0;0.0;15.0;Apartamento
Apartamento;Tijuca;3;1;1;170;3000.0;1200.0;200.0;17.647058823529413;Apartamento
Apartamento;Barra da Tijuca;2;2;1;110;6000.0;2100.0;0.0;54.54545454545455;Apartamento
Apartamento;Barra da Tijuca;4;2;2;129;4500.0;1850.0;320.0;34.883720930232556;Apartamento
Quitinete;Botafogo;1;0;0;25;1300.0;485.0;30.0;52.0;Apartamento
Apartamento;Botafogo;2;1;1;82;4000.0;1130.0;0.0;48.78048780487805;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;64;1750.0;660.0;0.0;27.34375;Apartamento
Casa;Centro;6;0;0;360;12000.0;0.0;120.0;33.333333333333336;Casa
Apartamento;Copacabana;3;1;1;190;8500.0;1286.0;324.0;44.73684210526316;Apartamento
Apartamento;Leblon;3;1;0;120;4500.0;2000.0;275.0;37.5;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;7;6;6;800;16000.0;1200.0;13000.0;20.0;Casa
Apartamento;Centro;2;0;0;80;2400.0;385.0;175.0;30.0;Apartamento
Apartamento;Méier;4;2;0;130;3000.0;1200.0;240.0;23.076923076923077;Apartamento
Quitinete;Centro;1;0;0;20;750.0;245.0;0.0;37.5;Apartamento
Apartamento;Ipanema;4;2;4;215;19500.0;2500.0;0.0;90.69767441860465;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;3000.0;606.0;0.0;44.11764705882353;Apartamento
Apartamento;Ilha do Governador;2;1;0;65;1200.0;285.0;60.0;18.46153846153846;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1500.0;500.0;45.0;21.428571428571427;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;58;1400.0;800.0;240.0;24.137931034482758;Apartamento
Apartamento;Barra da Tijuca;1;1;0;55;2200.0;1100.0;227.0;40.0;Apartamento
Casa de Vila;Tijuca;1;0;0;35;1200.0;10.0;260.0;34.285714285714285;Casa
Apartamento;Copacabana;2;0;0;60;2600.0;500.0;0.0;43.333333333333336;Apartamento
Casa;Campo Grande;3;1;2;200;12000.0;0.0;0.0;60.0;Casa
Apartamento;Botafogo;3;2;2;130;4200.0;1357.0;320.0;32.30769230769231;Apartamento
Apartamento;Copacabana;3;1;1;130;5500.0;1220.0;220.0;42.30769230769231;Apartamento
Apartamento;Icaraí;3;2;1;156;2950.0;1450.0;0.0;18.91025641025641;Apartamento
Apartamento;Leblon;2;0;0;82;4000.0;750.0;170.0;48.78048780487805;Apartamento
Casa;Vargem Pequena;3;2;1;180;1700.0;808.0;12.0;9.444444444444445;Casa
Apartamento;Copacabana;3;0;0;80;3100.0;1000.0;100.0;38.75;Apartamento
Apartamento;Lagoa;3;1;0;170;4000.0;1534.0;0.0;23.529411764705884;Apartamento
Apartamento;Leblon;1;1;0;55;6200.0;980.0;90.0;112.72727272727273;Apartamento
Apartamento;Leblon;3;1;1;130;5000.0;1690.0;291.0;38.46153846153846;Apartamento
Casa;Gávea;5;4;2;690;10000.0;900.0;1100.0;14.492753623188406;Casa
Apartamento;Recreio dos Bandeirantes;3;2;3;180;3100.0;915.0;0.0;17.22222222222222;Apartamento
Apartamento;Santa Teresa;2;0;1;70;2700.0;400.0;20.0;38.57142857142857;Apartamento
Apartamento;Ipanema;4;2;2;546;42000.0;6500.0;2800.0;76.92307692307692;Apartamento
Apartamento;Copacabana;3;2;1;160;5200.0;1675.0;0.0;32.5;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;190;3950.0;1290.0;300.0;20.789473684210527;Apartamento
Apartamento;Santa Teresa;2;0;0;95;2100.0;680.0;55.0;22.105263157894736;Apartamento
Casa de Condomínio;Barra da Tijuca;3;3;1;180;3000.0;700.0;0.0;16.666666666666668;Casa
Apartamento;Ipanema;5;0;3;400;22500.0;4186.0;0.0;56.25;Apartamento
Apartamento;Flamengo;1;0;0;40;1900.0;711.0;0.0;47.5;Apartamento
Apartamento;Leblon;3;2;1;110;5000.0;1030.0;0.0;45.45454545454545;Apartamento
Casa de Condomínio;Barra da Tijuca;5;5;5;566;20000.0;1308.0;0.0;35.3356890459364;Casa
Apartamento;Vila Isabel;2;0;0;75;1200.0;665.0;0.0;16.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;71;1700.0;780.0;0.0;23.943661971830984;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;1;62;1200.0;200.0;416.0;19.35483870967742;Apartamento
Apartamento;Copacabana;4;0;0;150;4200.0;1100.0;190.0;28.0;Apartamento
Apartamento;Copacabana;2;0;0;76;2300.0;702.0;165.0;30.263157894736842;Apartamento
Casa de Condomínio;Barra da Tijuca;5;0;3;600;10000.0;2200.0;15000.0;16.666666666666668;Casa
Apartamento;Recreio dos Bandeirantes;4;2;2;120;3000.0;800.0;0.0;25.0;Apartamento
Apartamento;Botafogo;2;1;1;62;2200.0;730.0;131.0;35.483870967741936;Apartamento
Apartamento;Curicica;2;1;1;55;2500.0;500.0;0.0;45.45454545454545;Apartamento
Apartamento;Barra da Tijuca;1;2;0;68;2200.0;702.0;230.0;32.35294117647059;Apartamento
Apartamento;Laranjeiras;2;0;0;60;2300.0;712.0;90.0;38.333333333333336;Apartamento
Apartamento;Ipanema;3;2;1;126;7800.0;1800.0;400.0;61.904761904761905;Apartamento
Apartamento;Laranjeiras;2;1;0;75;2200.0;890.0;107.0;29.333333333333332;Apartamento
Apartamento;São Conrado;2;1;2;103;3500.0;890.0;380.0;33.980582524271846;Apartamento
Casa;Santo Cristo;5;0;0;85;1200.0;0.0;0.0;14.117647058823529;Casa
Apartamento;Recreio dos Bandeirantes;1;0;0;54;1800.0;458.0;112.0;33.333333333333336;Apartamento
Apartamento;Copacabana;4;1;1;240;8000.0;2400.0;650.0;33.333333333333336;Apartamento
Apartamento;Leblon;2;1;2;100;5600.0;1400.0;300.0;56.0;Apartamento
Apartamento;Jacarepaguá;2;1;0;90;1500.0;614.0;84.0;16.666666666666668;Apartamento
Apartamento;Urca;3;1;1;130;4900.0;2100.0;269.0;37.69230769230769;Apartamento
Casa de Vila;Méier;2;0;0;80;1350.0;0.0;150.0;16.875;Casa
Apartamento;Copacabana;2;0;0;60;2000.0;590.0;0.0;33.333333333333336;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;450;6000.0;2400.0;1600.0;13.333333333333334;Casa
Apartamento;Copacabana;3;1;2;281;10000.0;2630.0;530.0;35.587188612099645;Apartamento
Apartamento;Copacabana;1;0;0;70;1800.0;990.0;0.0;25.714285714285715;Apartamento
Apartamento;Vila Isabel;2;1;1;95;1700.0;750.0;0.0;17.894736842105264;Apartamento
Casa de Vila;Todos os Santos;3;1;1;92;1500.0;80.0;13.0;16.304347826086957;Casa
Casa;Jacarepaguá;3;2;1;243;3900.0;100.0;0.0;16.049382716049383;Casa
Apartamento;Botafogo;2;0;0;44;2000.0;386.0;25.0;45.45454545454545;Apartamento
Apartamento;Leme;3;0;1;180;6000.0;1500.0;500.0;33.333333333333336;Apartamento
Apartamento;Andaraí;2;1;0;57;1300.0;402.0;49.0;22.80701754385965;Apartamento
Apartamento;Jardim Botânico;4;3;3;340;15000.0;2990.0;1416.0;44.11764705882353;Apartamento
Apartamento;Barra da Tijuca;4;4;4;225;13000.0;4000.0;13000.0;57.77777777777778;Apartamento
Apartamento;Ilha do Governador;3;1;1;115;2300.0;650.0;0.0;20.0;Apartamento
Apartamento;Ipanema;4;2;3;283;13000.0;5000.0;1000.0;45.936395759717314;Apartamento
Apartamento;Lagoa;2;0;1;95;3500.0;600.0;280.0;36.8421052631579;Apartamento
Apartamento;Copacabana;4;2;4;410;25000.0;2200.0;1350.0;60.97560975609756;Apartamento
Apartamento;Andaraí;3;1;1;74;1900.0;450.0;0.0;25.675675675675677;Apartamento
Apartamento;Barra da Tijuca;2;1;0;71;1700.0;1444.0;0.0;23.943661971830984;Apartamento
Quitinete;Bento Ribeiro;1;1;0;30;480.0;0.0;0.0;16.0;Apartamento
Apartamento;Copacabana;3;1;0;82;4500.0;893.0;111.0;54.8780487804878;Apartamento
Apartamento;Leblon;3;2;1;160;9000.0;2800.0;0.0;56.25;Apartamento
Casa;Tijuca;7;2;0;340;10000.0;0.0;1944.0;29.41176470588235;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;900.0;220.0;20.0;Apartamento
Apartamento;Copacabana;4;1;0;160;3300.0;1600.0;190.0;20.625;Apartamento
Apartamento;Vila Isabel;3;0;0;82;1500.0;410.0;83.0;18.29268292682927;Apartamento
Quitinete;Botafogo;0;0;0;23;900.0;390.0;30.0;39.130434782608695;Apartamento
Apartamento;Tijuca;4;2;1;145;3750.0;1640.0;256.0;25.862068965517242;Apartamento
Apartamento;Copacabana;3;0;1;150;3700.0;1500.0;258.0;24.666666666666668;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;350.0;0.0;40.0;Apartamento
Apartamento;Ipanema;3;1;0;118;4600.0;1354.0;278.0;38.983050847457626;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;159;2500.0;1338.0;3166.0;15.723270440251572;Apartamento
Apartamento;Laranjeiras;4;2;1;327;15000.0;1966.0;727.0;45.87155963302752;Apartamento
Apartamento;Copacabana;1;0;0;42;1500.0;390.0;24.0;35.714285714285715;Apartamento
Apartamento;Copacabana;2;0;1;100;5000.0;965.0;86.0;50.0;Apartamento
Apartamento;Flamengo;1;1;1;76;3200.0;662.0;198.0;42.10526315789474;Apartamento
Apartamento;Itanhangá;2;0;0;55;950.0;490.0;28.0;17.272727272727273;Apartamento
Apartamento;Copacabana;2;1;1;75;2699.0;1620.0;110.0;35.986666666666665;Apartamento
Casa;Campo Grande;1;0;0;55;500.0;0.0;0.0;9.090909090909092;Casa
Apartamento;Barra da Tijuca;2;1;1;90;3500.0;521.0;0.0;38.888888888888886;Apartamento
Apartamento;São Conrado;3;2;1;130;4500.0;2100.0;425.0;34.61538461538461;Apartamento
Quitinete;Copacabana;0;0;0;25;1100.0;384.0;0.0;44.0;Apartamento
Apartamento;Leblon;1;1;1;55;3000.0;1053.0;160.0;54.54545454545455;Apartamento
Apartamento;Pechincha;2;1;0;70;1100.0;500.0;0.0;15.714285714285714;Apartamento
Apartamento;Tijuca;2;1;1;80;2100.0;750.0;120.0;26.25;Apartamento
Apartamento;Barra da Tijuca;3;2;1;120;5500.0;2600.0;740.0;45.833333333333336;Apartamento
Apartamento;Vila Isabel;2;1;0;80;1600.0;454.0;113.0;20.0;Apartamento
Apartamento;Ipanema;4;2;1;300;22000.0;4000.0;3700.0;73.33333333333333;Apartamento
Apartamento;Cosme Velho;2;1;0;87;3000.0;792.0;0.0;34.48275862068966;Apartamento
Apartamento;Tijuca;3;1;0;80;1500.0;450.0;0.0;18.75;Apartamento
Apartamento;Copacabana;1;0;0;37;1800.0;402.0;73.0;48.648648648648646;Apartamento
Apartamento;Copacabana;2;0;1;60;2950.0;700.0;140.0;49.166666666666664;Apartamento
Apartamento;Campo Grande;1;1;0;41;600.0;195.0;0.0;14.634146341463415;Apartamento
Apartamento;Tijuca;2;0;1;84;2100.0;1150.0;408.0;25.0;Apartamento
Apartamento;Copacabana;2;0;0;82;3650.0;690.0;0.0;44.51219512195122;Apartamento
Apartamento;Flamengo;3;1;0;165;5500.0;1550.0;35.0;33.333333333333336;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;48;1200.0;492.0;15.0;25.0;Apartamento
Apartamento;Vicente de Carvalho;3;1;1;74;1800.0;505.0;64.0;24.324324324324323;Apartamento
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0;62.16216216216216;Apartamento
Apartamento;Leblon;3;1;0;100;4990.0;950.0;334.0;49.9;Apartamento
Apartamento;Itanhangá;2;1;0;60;950.0;522.0;80.0;15.833333333333334;Apartamento
Apartamento;Barra da Tijuca;3;2;2;112;5500.0;1200.0;682.0;49.107142857142854;Apartamento
Apartamento;Catete;3;0;0;70;2700.0;600.0;72.0;38.57142857142857;Apartamento
Apartamento;Barra da Tijuca;3;2;1;74;2800.0;622.0;64.0;37.83783783783784;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;1700.0;0.0;55.172413793103445;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;750.0;150.0;28.571428571428573;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;3;4;492;5800.0;1000.0;850.0;11.788617886178862;Casa
Apartamento;Jacarepaguá;2;1;0;46;900.0;280.0;0.0;19.565217391304348;Apartamento
Casa;Campo Grande;2;1;0;75;800.0;0.0;25.0;10.666666666666666;Casa
Apartamento;Praça da Bandeira;1;0;0;36;1100.0;350.0;130.0;30.555555555555557;Apartamento
Apartamento;Barra da Tijuca;4;5;4;603;12000.0;6721.0;0.0;19.90049751243781;Apartamento
Apartamento;Barra da Tijuca;4;3;4;234;10500.0;3430.0;460.0;44.87179487179487;Apartamento
Apartamento;Leblon;3;2;2;220;7000.0;4974.0;980.0;31.818181818181817;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2400.0;1200.0;222.0;33.333333333333336;Apartamento
Apartamento;Botafogo;2;2;1;105;3600.0;1247.0;254.0;34.285714285714285;Apartamento
Apartamento;Ipanema;3;2;1;140;10000.0;3050.0;690.0;71.42857142857143;Apartamento
Apartamento;Copacabana;4;2;2;360;6000.0;3500.0;380.0;16.666666666666668;Apartamento
Apartamento;Leblon;2;1;1;70;4900.0;1200.0;2703.0;70.0;Apartamento
Casa;Cosme Velho;4;4;1;800;15000.0;1300.0;1100.0;18.75;Casa
Apartamento;Ipanema;4;2;1;250;6500.0;2800.0;674.0;26.0;Apartamento
Casa;Gávea;4;3;3;560;18000.0;1300.0;0.0;32.142857142857146;Casa
Apartamento;Taquara;2;1;0;50;900.0;450.0;14.0;18.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;92;2700.0;870.0;188.0;29.347826086956523;Apartamento
Apartamento;São Conrado;4;2;1;220;7000.0;3900.0;1000.0;31.818181818181817;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;122;2500.0;462.0;0.0;20.491803278688526;Apartamento
Apartamento;Flamengo;4;2;2;150;7000.0;1965.0;0.0;46.666666666666664;Apartamento
Apartamento;Barra da Tijuca;2;1;2;70;4000.0;1600.0;300.0;57.142857142857146;Apartamento
Apartamento;Leme;3;1;1;120;4200.0;900.0;0.0;35.0;Apartamento
Apartamento;Taquara;2;1;1;130;2100.0;520.0;500.0;16.153846153846153;Apartamento
Apartamento;Tijuca;3;1;0;92;1900.0;655.0;0.0;20.652173913043477;Apartamento
Apartamento;Tijuca;3;1;1;95;2300.0;1400.0;118.0;24.210526315789473;Apartamento
Apartamento;Leblon;1;0;1;58;6000.0;950.0;150.0;103.44827586206897;Apartamento
Apartamento;Botafogo;3;1;1;101;5100.0;1340.0;342.0;50.495049504950494;Apartamento
Apartamento;Laranjeiras;4;3;1;216;7000.0;2700.0;5000.0;32.407407407407405;Apartamento
Apartamento;Gardênia Azul;2;1;0;50;1700.0;470.0;0.0;34.0;Apartamento
Casa de Condomínio;Itanhangá;5;4;5;800;15000.0;1700.0;1300.0;18.75;Casa
Apartamento;Ipanema;2;0;0;65;3500.0;902.0;184.0;53.84615384615385;Apartamento
Apartamento;Taquara;2;0;0;41;900.0;230.0;0.0;21.951219512195124;Apartamento
Apartamento;Copacabana;3;1;0;100;3100.0;700.0;0.0;31.0;Apartamento
Apartamento;Lagoa;4;4;3;392;10500.0;2890.0;2200.0;26.785714285714285;Apartamento
Apartamento;Ipanema;3;1;1;170;8500.0;1650.0;440.0;50.0;Apartamento
Apartamento;Ribeira;1;1;0;58;1100.0;565.0;500.0;18.96551724137931;Apartamento
Casa;Pilares;2;0;1;100;1100.0;0.0;0.0;11.0;Casa
Apartamento;Copacabana;3;1;1;300;5000.0;1400.0;400.0;16.666666666666668;Apartamento
Casa de Condomínio;Barra da Tijuca;4;6;3;370;10500.0;950.0;0.0;28.37837837837838;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;2;60;1100.0;450.0;0.0;18.333333333333332;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1600.0;550.0;0.0;24.615384615384617;Apartamento
Apartamento;Leme;3;1;1;180;7500.0;1900.0;5000.0;41.666666666666664;Apartamento
Apartamento;Vila Isabel;2;0;0;50;1300.0;300.0;24.0;26.0;Apartamento
Apartamento;Botafogo;3;2;3;186;22000.0;3500.0;1060.0;118.27956989247312;Apartamento
Apartamento;Barra da Tijuca;3;1;1;107;2100.0;1258.0;144.0;19.626168224299064;Apartamento
Apartamento;Copacabana;1;0;0;25;1200.0;420.0;25.0;48.0;Apartamento
Casa;Jardim Botânico;4;3;4;452;20000.0;0.0;1749.0;44.24778761061947;Casa
Quitinete;Centro;1;0;0;30;700.0;480.0;80.0;23.333333333333332;Apartamento
Apartamento;Centro;2;0;0;65;2690.0;530.0;21.0;41.38461538461539;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1750.0;750.0;78.0;25.0;Apartamento
Apartamento;Cosme Velho;3;1;1;130;2600.0;1034.0;240.0;20.0;Apartamento
Casa de Vila;Ramos;1;1;0;47;1000.0;0.0;0.0;21.27659574468085;Casa
Apartamento;Taquara;2;0;0;50;900.0;451.0;0.0;18.0;Apartamento
Apartamento;Tijuca;1;0;0;25;1400.0;310.0;0.0;56.0;Apartamento
Apartamento;Botafogo;3;2;1;102;3800.0;891.0;0.0;37.254901960784316;Apartamento
Apartamento;Del Castilho;2;1;0;100;890.0;340.0;0.0;8.9;Apartamento
Apartamento;Laranjeiras;2;1;1;68;3300.0;1580.0;180.0;48.529411764705884;Apartamento
Apartamento;Barra da Tijuca;4;3;2;270;12000.0;3550.0;0.0;44.44444444444444;Apartamento
Apartamento;Ipanema;4;3;4;320;28000.0;5700.0;1500.0;87.5;Apartamento
Apartamento;Copacabana;4;1;1;172;11000.0;2000.0;475.0;63.95348837209303;Apartamento
Quitinete;Flamengo;1;0;0;22;1000.0;370.0;25.0;45.45454545454545;Apartamento
Apartamento;Tijuca;2;1;0;60;1550.0;550.0;51.0;25.833333333333332;Apartamento
Apartamento;Ipanema;3;1;1;150;7400.0;1890.0;700.0;49.333333333333336;Apartamento
Apartamento;Copacabana;2;0;0;78;2700.0;740.0;30.0;34.61538461538461;Apartamento
Casa de Condomínio;Barra da Tijuca;6;5;6;370;9000.0;580.0;680.0;24.324324324324323;Casa
Apartamento;Leme;1;0;0;35;2000.0;450.0;50.0;57.142857142857146;Apartamento
Apartamento;Grajaú;2;0;0;90;1500.0;500.0;90.0;16.666666666666668;Apartamento
Apartamento;Botafogo;3;1;0;118;4500.0;1488.0;194.0;38.13559322033898;Apartamento
Apartamento;Leblon;3;0;1;120;9500.0;2180.0;435.0;79.16666666666667;Apartamento
Apartamento;Ipanema;3;1;1;170;13000.0;1776.0;509.0;76.47058823529412;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;4499.0;1780.0;0.0;42.84761904761905;Apartamento
Quitinete;Guadalupe;1;0;0;21;500.0;9.0;0.0;23.80952380952381;Apartamento
Apartamento;Méier;3;1;1;120;2000.0;796.0;172.0;16.666666666666668;Apartamento
Apartamento;Jardim Guanabara;3;3;1;140;2300.0;800.0;0.0;16.428571428571427;Apartamento
Apartamento;Lagoa;4;2;1;200;8000.0;2090.0;702.0;40.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;340;5500.0;1798.0;623.0;16.176470588235293;Apartamento
Apartamento;Flamengo;4;2;1;330;10000.0;2368.0;1045.0;30.303030303030305;Apartamento
Quitinete;Flamengo;1;0;0;23;1500.0;340.0;0.0;65.21739130434783;Apartamento
Apartamento;Centro;2;0;0;65;1600.0;400.0;0.0;24.615384615384617;Apartamento
Apartamento;Cachambi;3;1;0;60;1400.0;660.0;37.0;23.333333333333332;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;1500.0;47.5;Apartamento
Apartamento;Tijuca;1;0;0;33;1350.0;260.0;24.0;40.90909090909091;Apartamento
Casa de Condomínio;Vargem Pequena;2;2;1;100;2100.0;365.0;70.0;21.0;Casa
Casa de Condomínio;Andaraí;3;2;0;136;2200.0;532.0;0.0;16.176470588235293;Casa
Apartamento;Flamengo;4;3;3;460;20000.0;3300.0;990.0;43.47826086956522;Apartamento
Apartamento;Ipanema;1;0;0;32;2300.0;279.0;23.0;71.875;Apartamento
Apartamento;Jacarepaguá;2;1;0;50;1800.0;520.0;18.0;36.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1319.0;150.0;31.25;Apartamento
Apartamento;Leblon;4;2;1;560;25000.0;2300.0;6000.0;44.642857142857146;Apartamento
Apartamento;Flamengo;3;1;2;365;15000.0;2300.0;950.0;41.0958904109589;Apartamento
Apartamento;Botafogo;3;3;1;96;6500.0;488.0;0.0;67.70833333333333;Apartamento
Apartamento;Lagoa;4;3;2;270;10900.0;1628.0;0.0;40.370370370370374;Apartamento
Apartamento;Barra da Tijuca;4;3;3;338;12000.0;4100.0;825.0;35.50295857988166;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;180.0;20.0;Apartamento
Apartamento;Cachambi;1;0;0;36;600.0;407.0;0.0;16.666666666666668;Apartamento
Apartamento;Piedade;2;0;0;73;990.0;255.0;0.0;13.561643835616438;Apartamento
Apartamento;Copacabana;4;2;1;200;6300.0;1650.0;0.0;31.5;Apartamento
Apartamento;Leblon;3;2;3;140;14000.0;2500.0;650.0;100.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;48;3200.0;1670.0;0.0;66.66666666666667;Apartamento
Apartamento;Laranjeiras;2;1;1;71;2700.0;915.0;131.0;38.028169014084504;Apartamento
Apartamento;Barra da Tijuca;4;1;1;133;3500.0;1200.0;423.0;26.31578947368421;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;2350.0;960.0;183.0;39.166666666666664;Apartamento
Apartamento;Santa Teresa;1;0;1;45;2150.0;700.0;100.0;47.77777777777778;Apartamento
Apartamento;Barra da Tijuca;3;2;1;105;3200.0;1800.0;244.0;30.476190476190474;Apartamento
Apartamento;Santa Teresa;2;0;0;45;1700.0;445.0;0.0;37.77777777777778;Apartamento
Apartamento;Ipanema;4;2;1;200;9500.0;3700.0;923.0;47.5;Apartamento
Apartamento;Copacabana;4;1;0;180;2000.0;1924.0;423.0;11.11111111111111;Apartamento
Apartamento;Copacabana;2;1;1;100;6000.0;1200.0;300.0;60.0;Apartamento
Apartamento;Méier;2;0;0;67;1100.0;538.0;13.0;16.417910447761194;Apartamento
Apartamento;Barra da Tijuca;3;2;2;110;5000.0;1970.0;235.0;45.45454545454545;Apartamento
Apartamento;Barra da Tijuca;2;1;1;77;2100.0;1000.0;100.0;27.272727272727273;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2200.0;1300.0;330.0;25.88235294117647;Apartamento
Casa;Jacarepaguá;5;1;1;540;4500.0;0.0;0.0;8.333333333333334;Casa
Apartamento;Lagoa;2;1;2;167;7000.0;1480.0;510.0;41.91616766467066;Apartamento
Apartamento;Tijuca;3;1;1;90;2500.0;1350.0;0.0;27.77777777777778;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;106;1700.0;650.0;2057.0;16.037735849056602;Apartamento
Apartamento;Realengo;2;0;0;60;550.0;247.0;0.0;9.166666666666666;Apartamento
Apartamento;Lagoa;3;3;3;400;30000.0;5900.0;2900.0;75.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;68;1900.0;960.0;107.0;27.941176470588236;Apartamento
